Bill Number,Short Title,Ministry,Member,Date of Introduction,Debate/Date Passed in LS,Debate/Date Passed in RS,Status,Act No,Assent Date,Gazeette Notification,Referred to Committee Date
30,"The Kerala State Legislation (Delegation of Powers) Bill, 1965",HOME AFFAIRS,,3 May 1965,10 May 1965,11 May 1965,Assented,12  of 1965,14/05/1965 ,,
35,"The Appropriation (No.2) Bill, 1965",FINANCE,,1 May 1965,1 May 1965,6 May 1965,Assented,11  of 1965,11/05/1965 ,,
28,"The Representation of the People (Amendment) Bill, 1965",LAW AND JUSTICE,,29 Apr 1965,11 May 1965,13 May 1965,Assented,14  of 1965,21/05/1965 ,,
22,"The Coal Mines Provident Fund and Bonus Schemes (Amendment) Bill, 1965",SOCIAL JUSTICE AND EMPOWERMENT,,6 Apr 1965,16 Sep 1965,1 Dec 1965,Assented,45  of 1965,13/12/1965 ,,
20,"The Union Territories (Direct Election to the House of the People) Bill, 1965",HOME AFFAIRS,,31 Mar 1965,10 Sep 1965,11 Dec 1965,Assented,49  of 1965,22/12/1965 ,,
18,"The Kerala Appropriation Bill, 1965",FINANCE,,26 Mar 1965,26 Mar 1965,29 Mar 1965,Assented,7  of 1965,31/03/1965 ,,
19,"The Kerala Appropriation (Vote on Account) Bill, 1965",FINANCE,,26 Mar 1965,26 Mar 1965,29 Mar 1965,Assented,8  of 1965,31/03/1965 ,,
21,"The Appropriation (Vote on Account) Bill, 1965",FINANCE,,25 Mar 1965,25 Mar 1965,29 Mar 1965,Assented,5  of 1965,29/03/1965 ,,
17,"The Appropriation (Railways) No.2 Bill, 1965",RAILWAYS,,15 Mar 1965,15 Mar 1965,24 Mar 1965,Assented,4  of 1965,26/03/1965 ,,
16,"The Appropriation (Railways) Bill, 1965",RAILWAYS,,12 Mar 1965,15 Mar 1965,24 Mar 1965,Assented,3  of 1965,26/03/1965 ,,
14,"The Appropriation Bill, 1965",FINANCE,,3 Mar 1965,4 Mar 1965,10 Mar 1965,Assented,2  of 1965,15/03/1965 ,,
7,"The Insurance (Amendment) Bill, 1965",FINANCE,,2 Mar 1965,10 Sep 1965,23 Sep 1965,Assented,32  of 1965,29/09/1965 ,,
10,"The Finance Bill, 1965",FINANCE,,27 Feb 1965,5 May 1965,10 May 1965,Assented,10  of 1965,11/05/1965 ,,
3,"The Income-Tax (Amendment) Bill, 1965",FINANCE,,19 Feb 1965,3 Mar 1965,9 Mar 1965,Assented,1  of 1965,12/03/1965 ,,
IX                  ,"The Industries (Development and Regulation) Amendment Bill, 1965                                                                                                                                        ",,,3 Feb 1965,26 Mar 1965,23 Mar 1965,Assented,6  of 1965,29/03/1965 ,,
XXXII               ,"The Industrial disputes (Second Amendment) Bill, 1964                                                                                                                                                   ",,,24 Dec 1964,11 Nov 1965,17 Aug 1965,Assented,35  of 1965,19/11/1965 ,,
XXXIII              ,"The Jawaharlal Nehru University Bill, 1964                                                                                                                                                              ",HUMAN RESOURCE  DEVELOPMENT,,24 Dec 1964,16 Nov 1966,6 Dec 1965,Assented,53  of 1966,22/12/1966 ,,
XXXIV               ,"The Employees` Provident Funds (Amendment) Bill, 1964                                                                                                                                                   ",SOCIAL JUSTICE AND EMPOWERMENT,,24 Dec 1964,20 Sep 1965,18 Feb 1965,Assented,22  of 1965,25/09/1965 ,,
86,"The Indian Tariff (Amendment) Bill, 1964",COMMERCE AND INDUSTRY,,18 Dec 1964,21 Dec 1964,24 Dec 1964,Assented,51  of 1964,28/12/1964 ,,
88,"The Appropriation (Railways) No.3 Bill, 1964",RAILWAYS,,18 Dec 1964,18 Dec 1964,23 Dec 1964,Assented,50  of 1964,25/12/1964 ,,
85,"The Banking Laws (Application to Co-operative Societies) Bill, 1964",FINANCE,,17 Dec 1964,18 Aug 1965,9 Sep 1965,Assented,23  of 1965,25/09/1965 ,,
XXX                 ,"The Insecticides Bill, 1964                                                                                                                                                                             ",HEALTH AND FAMILY WELFARE,,16 Dec 1964,9 May 1968,28 Nov 1967,Assented,46  of 1968,02/09/1968 ,,
84,"The Kerala Appropriation Bill, 1964",FINANCE,,9 Dec 1964,10 Dec 1964,16 Dec 1964,Assented,42  of 1964,20/12/1964 ,,
XXIX                ,"The Press and Registration of Books (Amendment) Bill, 1964                                                                                                                                              ",INFORMATION AND BROADCASTING,,3 Dec 1964,14 Sep 1965,18 Feb 1965,Assented,16  of 1965,22/09/1965 ,,
78,"The Essential Commodities (Amendment) Bill, 1964",AGRICULTURE,,1 Dec 1964,9 Dec 1964,17 Dec 1964,Assented,47  of 1964,24/12/1964 ,,
79,"The Appropriation (No.6) Bill, 1964",FINANCE,,1 Dec 1964,2 Dec 1964,14 Dec 1964,Assented,39  of 1964,17/12/1964 ,,
XXVII               ,"The Indian Trade Unions (Amendment) Bill, 1964                                                                                                                                                          ",LABOUR,,18 Nov 1964,12 Jul 1964,26 Nov 1964,Assented,38  of 1964,12/10/1964 ,,
74,"The Food Corporations Bill, 1964",AGRICULTURE,,17 Nov 1964,25 Nov 1964,2 Dec 1964,Assented,37  of 1964,10/12/1964 ,,
77,"The Mineral Oils (Additional Duties of Excise and Customs) Amendment Bill, 1964",FINANCE,,17 Nov 1964,3 Dec 1964,15 Dec 1964,Assented,41  of 1964,18/12/1964 ,,
XXVI                ,"The Official Trustees (Amendment) Bill, 1964                                                                                                                                                            ",,,17 Nov 1964,12 Dec 1964,30 Nov 1964,Assented,48  of 1964,25/12/1964 ,,
71,"The Representation of the People (Second Amendment) Bill, 1964",LAW AND JUSTICE,,3 Oct 1964,14 Sep 1965,2 Sep 1965,Assented,17  of 1965,12/09/1965 ,,
XV                  ,"The Babaras Hindu University (Amendment) Bill, 1964                                                                                                                                                     ",,,1 Oct 1964,16 Nov 1966,16 Nov 1965,Assented,52  of 1966,22/12/1966 ,,
70,"The Provisional Collection of Taxes (Amendment) Bill, 1964",FINANCE,,28 Sep 1964,27 Nov 1964,15 Dec 1964,Assented,45  of 1964,22/12/1964 ,,
67,"The Anti-Corruption Laws (Amendment) Bill, 1964",HOME AFFAIRS,,24 Sep 1964,20 Nov 1964,8 Dec 1964,Assented,40  of 1964,18/12/1964 ,,
69,"The Appropriation (No.5) Bill, 1964",FINANCE,,23 Sep 1964,24 Sep 1964,29 Sep 1964,Assented,29  of 1964,03/10/1964 ,,
63,"The Warehousing Corporations (Supplementary) Bill, 1964",AGRICULTURE,,22 Sep 1964,15 Sep 1965,6 Sep 1965,Assented,20  of 1965,22/09/1965 ,,
64,"The Companies (Second Amendment) Bill, 1964",FINANCE,,21 Sep 1964,26 Aug 1965,14 Sep 1965,Assented,31  of 1965,25/09/1965 ,,
65,"The Kerala State Legislature (Delegation of Powers) Bill, 1964.",HOME AFFAIRS,,21 Sep 1964,24 Sep 1964,30 Sep 1964,Assented,30  of 1964,05/10/1964 ,,
XIII                ,"The Repealing and Amending Bill, 1964                                                                                                                                                                   ",,,21 Sep 1964,21 Dec 1964,25 Nov 1964,Assented,52  of 1964,29/12/1964 ,,
62,"The Foreign Exchange Regulation (Amendment) Bill, 1964.",FINANCE,,17 Sep 1964,3 Dec 1964,23 Dec 1964,Assented,55  of 1964,30/12/1964 ,,
57,"The Wealth-Tax (Amendment) Bill, 1964",FINANCE,,11 Sep 1964,2 Dec 1964,15 Dec 1964,Assented,46  of 1964,22/12/1964 ,,
55,"The Direct Taxes (Amendment) Bill, 1964",FINANCE,,10 Sep 1964,29 Sep 1964,1 Oct 1964,Assented,31  of 1964,06/10/1964 ,,
53,"The Companies (Amendment) Bill, 1964",FINANCE,,7 Sep 1964,21 Sep 1964,28 Sep 1964,Assented,32  of 1964,09/10/1964 ,,
54,"The Representation of the People (Amendment) Bill, 1964",LAW AND JUSTICE,,7 Sep 1964,22 Sep 1964,29 Sep 1964,Assented,33  of 1964,09/10/1964 ,,
XII                 ,"The Seeds Bill, 1964                                                                                                                                                                                    ",,,9 Jul 1964,12 May 1966,18 Nov 1964,Assented,54  of 1966,29/12/1966 ,,
50,"The Appropriation (No. 4) Bill, 1964",FINANCE,,2 Jun 1964,2 Jun 1964,6 Jun 1964,Assented,22  of 1964,10/06/1964 ,,
45,"The Payment of Wages (Amendment) Bill, 1964",LABOUR  AND  EMPLOYMENT,,4 May 1964,1 Dec 1964,21 Dec 1964,Assented,53  of 1964,30/12/1964 ,,
43,"The East Punjab Ayurvedic and Unani Practitioners (Delhi Amendment) Bill, 1964",HEALTH AND FAMILY WELFARE,,29 Apr 1964,4 May 1964,7 May 1964,Assented,15  of 1964,12/05/1964 ,,
44,"The Taxation Lws (Constitution and Validation of Recovery Proceedings) Bill, 1964",FINANCE,,29 Apr 1964,1 May 1964,7 May 1964,Assented,11  of 1964,12/05/1964 ,,
40,"The Indian Medical Council (Amendment) Bill, 1964",HEALTH AND FAMILY WELFARE,,25 Apr 1964,29 Apr 1964,3 Jun 1964,Assented,24  of 1964,16/06/1964 ,,
41,"The Oil and Natural Gas Commission (Amendment) Bill, 194",PETROLEUM  AND  NATURAL  GAS,,25 Apr 1964,28 Apr 1964,6 May 1964,Assented,19  of 1964,16/05/1964 ,,
42,"The Appropriation (No.3) Bill, 1964",FINANCE,,25 Apr 1964,27 Apr 1964,30 Apr 1964,Assented,8  of 1964,05/05/1964 ,,
34,"The Indian Coinage (Amendment) Bill, 1964",FINANCE,,24 Apr 1964,30 Apr 1964,7 May 1964,Assented,17  of 1964,16/05/1964 ,,
32,"The Wakf (Amendment) Bill, 1964",PETROLEUM  AND  NATURAL  GAS,,22 Apr 1964,6 May 1964,28 Sep 1964,Assented,34  of 1964,10/10/1964 ,,
31,"The Advocates (Amendment) Bill, 1964",LAW AND JUSTICE,,18 Apr 1964,25 Apr 1964,5 May 1964,Assented,21  of 1964,16/05/1964 ,,
35,"The Appropriation (No.2) Bill, 1964",FINANCE,,17 Apr 1964,18 Apr 1964,29 Apr 1964,Assented,6  of 1964,29/04/1964 ,,
24,"The Armed Forces (Special Powers) Continuance Bill, 1964",EXTERNAL AFFAIRS,,25 Mar 1964,24 Apr 1964,30 Apr 1964,Assented,,09/05/1964 ,,
19,"The Standards of Weights and Measures (Amendment) Bill, 1964",COMMERCE AND INDUSTRY,,23 Mar 1964,2 Dec 1964,24 Dec 1964,Assented,54  of 1964,30/12/1964 ,,
23,"The Public Employment (Requirement as to Residence) Amendment Bill, 1964",HOME AFFAIRS,,19 Mar 1964,24 Apr 1964,30 Apr 1964,Assented,10  of 1964,09/05/1964 ,,
18,"The Appropriation Bill, 1964",FINANCE,,11 Mar 1964,11 Mar 1964,17 Mar 1964,Assented,3  of 1964,19/03/1964 ,,
17,"The Appropriation (Vote on Account) Bill, 1964",FINANCE,,10 Mar 1964,10 Mar 1964,17 Mar 1964,Assented,2  of 1964,18/03/1964 ,,
20,"The Appropriation (Railways) No. 2 Bill, 1964",RAILWAYS,,10 Mar 1964,10 Mar 1964,17 Mar 1964,Assented,4  of 1964,19/03/1964 ,,
12,"The High Court Judges (Conditions of Service) Amendment Bill, 1964",HOME AFFAIRS,,2 Mar 1964,24 Sep 1964,29 Sep 1964,Assented,27  of 1964,30/09/1964 ,,
13,"The Appropriation (Railways) Bill, 1964",RAILWAYS,,2 Mar 1964,3 Mar 1964,9 Mar 1964,Assented,1  of 1964,14/03/1964 ,,
10,"The Industrial Development Bank of India Bill, 1964",FINANCE,,27 Feb 1964,30 Apr 1964,7 May 1964,Assented,18  of 1964,16/05/1964 ,,
4,"The Legal Tender (Inscribed Notes) Bill, 1964",FINANCE,,10 Feb 1964,22 Sep 1964,28 Sep 1964,Assented,28  of 1964,30/09/1964 ,,
63,"The State Bank of India (Amendment) Bill, 1963",FINANCE,,21 Dec 1963,5 Jun 1964,1 Oct 1964,Assented,35  of 1964,10/10/1964 ,,
59,"The Prevention of Food Adultration (Amendment) Bill, 1963",HEALTH AND FAMILY WELFARE,,20 Dec 1963,26 Nov 1964,17 Dec 1964,Assented,49  of 1964,25/12/1964 ,,
62,"The Coir Industry (Amendment) Bill, 1963",COMMERCE AND INDUSTRY,,20 Dec 1963,1 May 1964,4 May 1964,Assented,25  of 1964,16/06/1964 ,,
61,"The Goa, Daman and Diu Judicial Commission's Court (Declaration as High Court) Bill, 1963",EXTERNAL AFFAIRS,,18 Dec 1963,25 Apr 1964,5 May 1964,Assented,16  of 1964,16/05/1964 ,,
55,"The Delhi Development (Amendment) Bill, 1963",HEALTH AND FAMILY WELFARE,,9 Dec 1963,20 Dec 1963,23 Dec 1963,Assented,56  of 1963,30/12/1963 ,,
XL                  ,"The Indian Railways (Amendment) Bill, 1963                                                                                                                                                              ",RAILWAYS,,9 Dec 1963,5 May 1964,21 Apr 1964,Assented,12  of 1964,05/12/1964 ,,
53,"The Indian Tariff (Second Amendment) Bill, 1963",COMMERCE AND INDUSTRY,,2 Dec 1963,13 Dec 1963,16 Dec 1963,Assented,50  of 1963,20/12/1963 ,,
52,"The Appropriation (Railways) No. 6 Bill, 1963",RAILWAYS,,28 Nov 1963,29 Nov 1963,5 Dec 1963,Assented,46  of 1963,12/12/1963 ,,
51,"The Appropriation (No. 5) Bill, 1963",FINANCE,,27 Nov 1963,28 Nov 1963,5 Dec 1963,Assented,44  of 1963,11/12/1963 ,,
45,"The Unit Trust of India Bill, 1963",FINANCE,,26 Nov 1963,5 Dec 1963,12 Dec 1963,Assented,52  of 1963,30/12/1963 ,,
46,"The Companies (Amendment) Bill, 1963",FINANCE,,26 Nov 1963,16 Dec 1963,19 Dec 1963,Assented,53  of 1963,30/12/1963 ,,
47,"The Gold (Control) Bill, 1963",FINANCE,,26 Nov 1963,24 Dec 1964,31 Aug 1965,Assented,18  of 1965,22/09/1965 ,,
48,"The Banking Laws (Miscellaneous Provisions) Bill, 1963",FINANCE,,26 Nov 1963,20 Dec 1963,23 Dec 1963,Assented,55  of 1963,30/12/1963 ,,
49,"The Central Boards of Revenue Bill, 1963",FINANCE,,26 Nov 1963,5 Dec 1963,16 Dec 1963,Assented,54  of 1963,30/12/1963 ,,
50,"The Delhi (Delegation of Powers) Bill, 1963",HOME AFFAIRS,,26 Nov 1963,4 May 1964,3 Jun 1964,Assented,23  of 1964,16/06/1964 ,,
XXXVIII             ,"The Press Council Bill, 1963                                                                                                                                                                            ",INFORMATION AND BROADCASTING,,26 Nov 1963,3 Nov 1965,26 Aug 1965,Assented,34  of 1965,12/11/1965 ,,
44,"The Preventive Detention (Continuance) Bill, 1963",HOME AFFAIRS,,21 Nov 1963,19 Dec 1963,23 Dec 1963,Assented,51  of 1963,30/12/1963 ,,
43,"The requisitioning and Acquisition of Immovable Property (Amendment) Bill, 1963",HOUSING AND URBAN POVERTY ALLEVIATION,,19 Nov 1963,27 Nov 1963,5 Dec 1963,Assented,48  of 1963,14/12/1963 ,,
XXXIV               ,"The Durgah Khwaja Saheb (Amendment) Bill, 1963                                                                                                                                                          ",HOME AFFAIRS,,18 Nov 1963,5 Jun 1964,26 Nov 1963,Assented,20  of 1964,16/05/1964 ,,
XIII                ,"The Drugs and Cosmetics (Amendment) Bill, 1963                                                                                                                                                          ",,,5 Oct 1963,5 May 1964,21 Apr 1964,Assented,13  of 1964,05/12/1964 ,,
40,"The Slum Areas (Improvement and Clearance) Amendment Bill, 1963",HOUSING AND URBAN POVERTY ALLEVIATION,,17 Sep 1963,3 Jun 1964,10 Dec 1964,Assented,43  of 1964,20/12/1964 ,,
39,"The Income-tax (Amendment) Bill, 1963",FINANCE,,2 Sep 1963,21 Nov 1963,3 Dec 1963,Assented,43  of 1963,09/12/1963 ,,
36,"The Personal Injuries (Compensation Insurance) Bill, 1963",LABOUR  AND  EMPLOYMENT,,29 Aug 1963,28 Aug 1963,19 Sep 1963,Assented,37  of 1963,08/10/1963 ,,
37,"The Appropriation (Railways) No. 5 Bill, 1963",RAILWAYS,,26 Aug 1963,27 Aug 1963,9 Sep 1963,Assented,31  of 1963,12/09/1963 ,,
XXXII               ,"The Dakshina Bharat Hindi Prachar Sabha Bill, 1963                                                                                                                                                      ",HUMAN RESOURCE  DEVELOPMENT,,22 Aug 1963,30 Apr 1964,29 Aug 1963,Assented,14  of 1964,05/12/1964 ,,
35,"The Appropriation (No.4) Bill, 1963",FINANCE,,19 Aug 1963,20 Aug 1963,27 Aug 1963,Assented,25  of 1963,31/08/1963 ,,
32,"The Public Premises (Eviction of Unauthorised Occupants) Amendment Bill, 1963",URBAN DEVELOPMENT,,16 Aug 1963,2 Sep 1963,18 Nov 1963,Assented,40  of 1963,02/12/1963 ,,
33,"The Customs and Central Excises (Amendment) Bill, 1963",FINANCE,,16 Aug 1963,26 Aug 1963,9 Sep 1963,Assented,30  of 1963,12/09/1963 ,,
31,"The Warehousing Corporations (Amendment) Bill, 1963",AGRICULTURE,,13 Aug 1963,23 Aug 1963,10 Sep 1963,Assented,34  of 1963,22/09/1963 ,,
XXXI                ,"The Code of Civil Procedure (Amendment) Bill, 1963                                                                                                                                                      ",,,13 Aug 1963,29 Aug 1963,22 Aug 1963,Assented,26  of 1963,09/04/1963 ,,
XIV                 ,"The Foreign Marriage Bill, 1963                                                                                                                                                                         ",,,10 May 1963,30 Aug 1969,29 Jul 1969,Assented,33  of 1969,31/08/1969 ,,
XV                  ,"The Drugs and Magic Remadies Cougectivable Advertisement Amendment Bill, 1963                                                                                                                           ",,,10 May 1963,29 Nov 1963,10 Sep 1963,Assented,42  of 1963,07/12/1963 ,,
III                 ,"The Iron Ore Mines Labour Welfare Cess (Amendment) Bill, 1963                                                                                                                                           ",LABOUR,,3 May 1963,17 Aug 1963,22 Apr 1963,Assented,24  of 1963,24/08/1963 ,,
25,"The Appropriation (No. 3) Bill, 1963",FINANCE,,30 Apr 1963,30 Apr 1963,7 May 1963,Assented,18  of 1963,10/05/1963 ,,
23,"The Appropriation (Railways) No. 3 Bill, 1963",RAILWAYS,,29 Apr 1963,29 Apr 1963,7 May 1963,Assented,16  of 1963,10/05/1963 ,,
24,"The Appropriation (Railway) No. 4 Bill, 1963",RAILWAYS,,29 Apr 1963,29 Apr 1963,7 May 1963,Assented,17  of 1963,10/05/1963 ,,
22,"The Institutes of Technology (Amendment) Bill, 1963",HUMAN RESOURCE  DEVELOPMENT,,24 Apr 1963,13 Aug 1963,4 Sep 1963,Assented,29  of 1963,12/09/1963 ,,
19,"the Appropriation (No.2) Bill, 1963",FINANCE,,18 Apr 1963,19 Apr 1963,24 Apr 1963,Assented,12  of 1963,27/04/1963 ,,
16,"The Official Languages Bill, 1963",HOME AFFAIRS,,13 Apr 1963,27 Apr 1963,7 May 1963,Assented,19  of 1963,10/05/1963 ,,
15,"The Bengal Finance (Sales Tax) (Delhi Amendment) Bill, 1963",FINANCE,,8 Apr 1963,29 Apr 1963,1 May 1963,Assented,15  of 1963,04/05/1963 ,,
XII                 ,"The Employees Provident Funds (Amendment Bill, 1963                                                                                                                                                     ",,,5 Apr 1963,29 Aug 1963,21 Aug 1963,Assented,28  of 1963,09/07/1963 ,,
13,"The Export (Quality Control and Inspection) Bill, 1963",COMMERCE AND INDUSTRY,,4 Apr 1963,3 May 1963,13 Aug 1963,Assented,22  of 1963,24/08/1963 ,,
V                   ,"The Industrial Employment (Standing Order) Amendment Bill, 1963                                                                                                                                         ",,,18 Mar 1963,2 Dec 1963,21 Aug 1963,Assented,39  of 1963,02/12/1963 ,,
12,"The Appropriation (Vote on Account) Bill, 1963",FINANCE,,16 Mar 1963,16 Mar 1963,20 Mar 1963,Assented,9  of 1963,23/03/1963 ,,
11,"The Appropriation Bill, 1963",FINANCE,,13 Mar 1963,13 Mar 1963,19 Mar 1963,Assented,7  of 1963,23/03/1963 ,,
10,"The Appropriation (Railways) No.2 Bill, 1963",RAILWAYS,,12 Mar 1963,13 Mar 1963,18 Mar 1963,Assented,6  of 1963,23/03/1963 ,,
6,"The Appropriation (Railways) Bill, 1963",RAILWAYS,,2 Mar 1963,4 Mar 1963,12 Mar 1963,Assented,5  of 1963,18/03/1963 ,,
7,"The Finance Bill, 1963",FINANCE,,28 Feb 1963,20 Apr 1963,26 Apr 1963,Assented,13  of 1963,28/04/1963 ,,
8,"The Super Profit Tax Bill, 1963",FINANCE,,28 Feb 1963,22 Apr 1963,1 May 1963,Assented,14  of 1963,04/05/1963 ,,
9,"The Compulsory Deposit Scheme Bill, 1963",FINANCE,,28 Feb 1963,30 Apr 1963,11 May 1963,Assented,21  of 1963,22/05/1963 ,,
5,"The Government of Union Territories Bill, 1963",HOME AFFAIRS,,21 Feb 1963,4 May 1963,10 May 1963,Assented,20  of 1963,10/05/1963 ,,
4,"The Central Sales Tax (Amendment) Bill, 1963",FINANCE,,19 Feb 1963,16 Mar 1963,20 Mar 1963,Assented,8  of 1963,23/03/1963 ,,
